,table_a,column_a,table_b,column_b,similarity,correct
86,yelp_2,address,zomato_3,Address,0.726094,True
87,fodors_1,city,yelp_3,city,0.7260579,True
88,yelp_5,Name,zomato_1,NAME,0.72582436,True
89,yelp_1,NAME,yelp_4,name,0.7239849,True
90,yelp_4,name,yelp_5,Name,0.7228764,True
91,yelp_2,name,zomato_1,NAME,0.7226079,True
92,yelp_4,address,zomato_2,address,0.7207845,True
93,yellow_pages_1,phone,yelp_4,phone,0.7206558,True
94,yelp_4,name,zagats_1,name,0.72034866,True
95,zomato_1,PHONENUMBER,zomato_3,PhoneNumber,0.7203376,True
96,yelp_1,PHONENUMBER,yelp_5,PhoneNumber,0.7200201,True
97,yelp_1,ID,yelp_2,ID,0.71982515,True
98,yelp_5,Address,zomato_1,ADDRESS,0.71920836,True
99,zomato_1,ID,zomato_2,ID,0.7179108,True
100,yelp_2,ID,yelp_4,id,0.7177778,True
101,yelp_1,ADDRESS,zomato_3,Address,0.71770775,True
102,yellow_pages_1,name,yelp_3,name,0.71689385,True
103,yellow_pages_1,name,yelp_4,name,0.71649945,True
104,yelp_1,NAME,zomato_2,name,0.7148686,True
105,yelp_1,NAME,zomato_3,Name,0.7133272,True
106,fodors_1,name,yelp_4,name,0.7132352,True
107,yelp_4,address,zomato_3,Address,0.71308994,True
108,yelp_5,Address,zomato_2,address,0.71301764,True
109,yelp_2,name,zomato_3,Name,0.71215117,True
110,yellow_pages_2,address,zomato_2,address,0.7098953,True
111,yelp_5,Name,zomato_2,name,0.70803815,True
112,yellow_pages_2,phone,yelp_2,phone,0.7064316,True
113,yellow_pages_1,city,zagats_1,city,0.7062925,True
114,yelp_4,address,zomato_1,ADDRESS,0.70551634,True
115,yellow_pages_2,address,yelp_1,ADDRESS,0.70481455,True
116,yelp_4,phone,zomato_2,phone,0.70480824,True
117,yelp_3,name,yelp_4,name,0.70460063,True
118,yellow_pages_2,name,zagats_1,name,0.7038067,True
119,zagats_1,name,zomato_1,NAME,0.70343506,True
120,yellow_pages_2,name,zomato_2,name,0.70184356,True
121,yelp_4,name,zomato_1,NAME,0.7011754,True
122,yellow_pages_2,address,yelp_5,Address,0.7006453,True
123,fodors_1,phone,yelp_4,phone,0.7002305,True
124,fodors_1,name,yellow_pages_2,name,0.6989475,True
125,yelp_4,name,zomato_2,name,0.69825774,True
126,yelp_1,ID,yelp_4,id,0.69819105,True
127,yelp_3,zipCode,yelp_4,zipcode,0.6980027,True
128,yelp_4,phone,zagats_1,phone,0.69771826,True
129,yellow_pages_2,name,yelp_5,Name,0.69729435,True
130,yelp_1,PHONENUMBER,zomato_3,PhoneNumber,0.6965642,True
131,yelp_1,NAME,zagats_1,name,0.6964406,True
132,yelp_5,PhoneNumber,zomato_1,PHONENUMBER,0.69614935,True
133,zagats_1,name,zomato_2,name,0.69600695,True
134,yellow_pages_2,name,yelp_3,name,0.6957679,True
135,fodors_1,id,yelp_4,id,0.69457877,True
136,yelp_4,id,zagats_1,id,0.69457877,True
137,yellow_pages_2,name,yelp_1,NAME,0.6934767,True
138,yellow_pages_1,zipCode,yelp_4,zipcode,0.69263655,True
139,yellow_pages_2,address,zomato_3,Address,0.6924775,True
140,fodors_1,name,zomato_1,NAME,0.69209224,True
141,fodors_1,name,yelp_1,NAME,0.6909558,True
142,yelp_2,name,zagats_1,name,0.69093335,True
143,yellow_pages_2,id,yelp_2,ID,0.69032323,True
144,fodors_1,name,yelp_2,name,0.690287,True
145,yellow_pages_1,id,yelp_4,id,0.6902761,True
146,yelp_2,ID,zomato_1,ID,0.69020975,True
147,yelp_4,name,zomato_3,Name,0.68954504,True
148,yelp_2,name,yelp_3,name,0.68931055,True
149,yelp_3,city,zagats_1,city,0.68899715,True
150,yellow_pages_1,priceRange,yelp_3,priceRange,0.68866235,True
151,yellow_pages_1,phone,yelp_2,phone,0.68814385,True
152,yellow_pages_2,address,zomato_1,ADDRESS,0.68771905,True
153,yellow_pages_2,phone,zomato_2,phone,0.6876685,True
154,yelp_1,ID,zomato_2,ID,0.68754494,True
155,yellow_pages_1,name,yelp_2,name,0.68712246,True
156,yellow_pages_2,name,zomato_1,NAME,0.68691254,True
157,yellow_pages_1,zipCode,yelp_3,zipCode,0.6864564,True
158,yellow_pages_1,website,yelp_3,website,0.6864564,True
159,fodors_1,name,zomato_2,name,0.6861423,True
160,yelp_1,NAME,yelp_3,name,0.68462294,True
161,yelp_3,id,yelp_4,id,0.6827672,True
162,yellow_pages_1,id,yelp_3,id,0.6820959,True
163,yellow_pages_2,zipcode,yelp_3,zipCode,0.6805407,True
164,yelp_5,Name,zagats_1,name,0.67750245,True
165,yelp_4,id,zomato_2,ID,0.6770609,True
166,zagats_1,name,zomato_3,Name,0.67686164,True
167,fodors_1,phone,yellow_pages_2,phone,0.6767321,True
168,yellow_pages_2,phone,zagats_1,phone,0.6767321,True
169,yellow_pages_2,name,zomato_3,Name,0.67512715,True
170,fodors_1,phone,yelp_2,phone,0.67490596,True
171,yellow_pages_1,name,yelp_1,NAME,0.67488086,True
172,yellow_pages_1,name,zagats_1,name,0.67468405,True
173,fodors_1,id,yellow_pages_2,id,0.6729604,True
174,yellow_pages_2,id,zagats_1,id,0.6729604,True
175,fodors_1,name,yelp_5,Name,0.6723844,True
176,yelp_3,name,yelp_5,Name,0.67051643,True
177,fodors_1,name,yellow_pages_1,name,0.67008746,True
178,zagats_1,id,zomato_1,ID,0.6692602,True
179,yellow_pages_1,name,zomato_2,name,0.6692545,True
180,fodors_1,name,zomato_3,Name,0.66910994,True
181,yelp_2,phone,zagats_1,phone,0.6690601,True
182,yellow_pages_1,name,yelp_5,Name,0.6687325,True
183,yelp_4,id,zomato_1,ID,0.66857564,True
184,fodors_1,id,yelp_1,ID,0.6684066,True
185,yelp_1,ID,zagats_1,id,0.6684066,True
186,yellow_pages_1,phone,zomato_2,phone,0.6677109,True
187,fodors_1,phone,zomato_2,phone,0.66731787,True
188,yellow_pages_1,name,zomato_1,NAME,0.66685283,True
189,yelp_2,rating,yelp_3,ratingValue,0.66666186,True
190,fodors_1,id,yelp_2,ID,0.6659206,True
191,yelp_2,ID,zagats_1,id,0.6659206,True
192,yellow_pages_2,id,zomato_2,ID,0.6657707,True
193,yellow_pages_2,id,yelp_1,ID,0.66550744,True
194,yellow_pages_2,id,yelp_3,id,0.66500854,True
195,zagats_1,phone,zomato_2,phone,0.66439474,True
196,fodors_1,id,zomato_1,ID,0.66438216,True
197,yellow_pages_1,ratingValue,yelp_2,rating,0.6639059,True
198,yellow_pages_2,website,yelp_3,website,0.663369,True
199,zagats_1,id,zomato_2,ID,0.66140145,True
200,yelp_2,ID,yelp_3,id,0.6576729,True
201,fodors_1,id,zomato_2,ID,0.6565234,True
202,yelp_3,name,zomato_2,name,0.6558551,True
203,yelp_1,RATING,yelp_3,ratingValue,0.65570873,True
204,yelp_3,name,zomato_1,NAME,0.6553234,True
205,fodors_1,name,yelp_3,name,0.6543034,True
206,fodors_1,phone,yellow_pages_1,phone,0.6541805,True
207,yellow_pages_1,ratingValue,yelp_1,RATING,0.65395343,True
208,yellow_pages_1,id,yelp_2,ID,0.6539018,True
209,yellow_pages_1,name,zomato_3,Name,0.6513996,True
210,yellow_pages_1,phone,zagats_1,phone,0.6503314,True
211,yelp_3,name,zagats_1,name,0.6501788,True
212,yelp_3,name,zomato_3,Name,0.6494771,True
213,yellow_pages_1,id,yelp_1,ID,0.648311,True
214,yellow_pages_2,id,zomato_1,ID,0.648277,True
215,yelp_1,ID,yelp_3,id,0.6477654,True
216,fodors_1,id,yellow_pages_1,id,0.64743006,True
217,yellow_pages_1,id,zagats_1,id,0.64743006,True
218,yellow_pages_1,id,zomato_2,ID,0.63345635,True
219,yelp_3,id,zomato_2,ID,0.6330626,True
220,yellow_pages_1,id,zomato_1,ID,0.6308692,True
221,fodors_1,id,yelp_3,id,0.6222583,True
222,yelp_3,id,zagats_1,id,0.6222583,True
223,yelp_3,id,zomato_1,ID,0.61815006,True
224,yellow_pages_1,streetAddress,yellow_pages_2,address,0.6047266,True
225,yellow_pages_1,categories,yelp_3,category,0.5990876,True
226,yellow_pages_1,streetAddress,yelp_4,address,0.5675918,True
227,yelp_3,ratingValue,zomato_2,rating,0.5585695,True
228,yellow_pages_1,phone,yelp_3,telephone,0.5554487,True
229,yelp_3,streetAddress,yelp_4,address,0.5548392,True
230,zomato_1,PHONENUMBER,zomato_2,phone,0.55144745,True
231,yelp_1,PHONENUMBER,yelp_2,phone,0.5418745,True
232,yelp_4,address,zagats_1,addr,0.53932494,True
233,yellow_pages_2,address,yelp_3,streetAddress,0.5371189,True
234,fodors_1,addr,yelp_4,address,0.5367106,True
235,yelp_2,address,yelp_3,streetAddress,0.5352241,True
236,yellow_pages_1,streetAddress,yelp_2,address,0.5345882,True
237,yelp_3,ratingValue,zomato_1,RATING,0.53365695,True
238,fodors_1,addr,yellow_pages_2,address,0.5201274,True
239,yelp_1,PHONENUMBER,zomato_2,phone,0.51966965,True
240,yelp_3,telephone,yelp_4,phone,0.51904005,True
241,yelp_1,ADDRESS,yelp_3,streetAddress,0.5164024,True
242,yelp_2,phone,zomato_1,PHONENUMBER,0.5155691,True
243,yellow_pages_1,ratingValue,zomato_2,rating,0.515047,True
244,yellow_pages_2,address,zagats_1,addr,0.5144824,True
245,yellow_pages_1,streetAddress,yelp_1,ADDRESS,0.5122794,True
246,fodors_1,addr,yelp_2,address,0.5119176,True
247,yellow_pages_1,streetAddress,zomato_2,address,0.5112432,True
248,yelp_1,ADDRESS,zagats_1,addr,0.50783694,True
249,yelp_2,address,zagats_1,addr,0.5073678,True
250,yelp_2,phone,yelp_3,telephone,0.50686824,True
251,fodors_1,addr,yelp_1,ADDRESS,0.5060601,True
252,yellow_pages_1,ratingValue,zomato_1,RATING,0.50568163,True
253,yelp_3,streetAddress,zomato_2,address,0.5047519,True
254,yellow_pages_1,streetAddress,yelp_5,Address,0.5044532,True
255,zagats_1,addr,zomato_2,address,0.5044364,True
256,yelp_3,streetAddress,yelp_5,Address,0.5025284,True
257,zomato_1,ID,zomato_3,_id,0.5023376,True
258,yelp_1,ID,yelp_5,_id,0.5012395,True
259,yellow_pages_2,phone,yelp_3,telephone,0.5012063,True
260,yelp_2,ID,yelp_5,_id,0.5010916,True
261,zomato_2,ID,zomato_3,_id,0.5010902,True
262,zagats_1,addr,zomato_1,ADDRESS,0.5001849,True
263,fodors_1,addr,zomato_2,address,0.4986638,True
264,zomato_1,NO_OF_REVIEWS,zomato_2,reviewcount,0.49777183,True
265,fodors_1,addr,zomato_1,ADDRESS,0.496908,True
266,yelp_2,phone,yelp_5,PhoneNumber,0.4953339,True
267,zagats_1,addr,zomato_3,Address,0.49485293,True
268,yellow_pages_1,streetAddress,zomato_1,ADDRESS,0.49459648,True
269,yellow_pages_1,streetAddress,zomato_3,Address,0.49411234,True
270,yelp_1,PHONENUMBER,yelp_4,phone,0.49383146,True
271,yelp_3,streetAddress,zomato_1,ADDRESS,0.49180517,True
272,yelp_3,streetAddress,zomato_3,Address,0.49150595,True
273,fodors_1,addr,zomato_3,Address,0.49039212,True
274,zomato_2,phone,zomato_3,PhoneNumber,0.49001044,True
275,yelp_5,Address,zagats_1,addr,0.48707265,True
276,fodors_1,addr,yelp_5,Address,0.4853429,True
277,yelp_4,id,yelp_5,_id,0.48364845,True
278,yelp_3,telephone,zomato_2,phone,0.47821078,True
279,yelp_2,ID,zomato_3,_id,0.4740246,True
280,yelp_1,ID,zomato_3,_id,0.47217244,True
281,yelp_5,_id,zomato_1,ID,0.47217244,True
282,yelp_4,phone,yelp_5,PhoneNumber,0.47213283,True
283,yelp_4,phone,zomato_1,PHONENUMBER,0.47100407,True
284,yelp_2,phone,zomato_3,PhoneNumber,0.47079736,True
285,yelp_2,zip,yelp_4,zipcode,0.46525764,True
286,yelp_5,PhoneNumber,zomato_2,phone,0.46414685,True
287,yelp_5,_id,zomato_2,ID,0.46292514,True
288,yellow_pages_2,phone,yelp_1,PHONENUMBER,0.46168393,True
289,yelp_1,NO_OF_REVIEWS,zomato_2,reviewcount,0.45783067,True
290,yelp_4,id,zomato_3,_id,0.4565814,True
291,fodors_1,phone,yelp_1,PHONENUMBER,0.4549203,True
292,zagats_1,phone,zomato_1,PHONENUMBER,0.4523428,True
293,fodors_1,phone,zomato_1,PHONENUMBER,0.45177308,True
294,yelp_1,PHONENUMBER,zagats_1,phone,0.45123273,True
295,yellow_pages_1,phone,yelp_1,PHONENUMBER,0.4507802,True
296,yellow_pages_2,id,yelp_5,_id,0.45060262,True
297,yelp_4,phone,zomato_3,PhoneNumber,0.4494202,True
298,yellow_pages_2,phone,zomato_1,PHONENUMBER,0.4469413,True
299,yellow_pages_2,phone,yelp_5,PhoneNumber,0.44492453,True
300,yellow_pages_2,zipcode,yelp_2,zip,0.4444839,True
301,zagats_1,id,zomato_3,_id,0.44146395,True
302,fodors_1,phone,yelp_3,telephone,0.44023457,True
303,fodors_1,id,yelp_5,_id,0.44021454,True
304,yelp_5,_id,zagats_1,id,0.44021454,True
305,yellow_pages_1,phone,zomato_1,PHONENUMBER,0.4377758,True
306,fodors_1,id,zomato_3,_id,0.4366447,True
307,yelp_3,telephone,zagats_1,phone,0.43614712,True
308,yellow_pages_2,id,zomato_3,_id,0.43370995,True
309,yellow_pages_1,zipCode,yelp_2,zip,0.43366915,True
310,yellow_pages_2,phone,zomato_3,PhoneNumber,0.43264046,True
311,zagats_1,phone,zomato_3,PhoneNumber,0.43249193,True
312,yelp_3,id,yelp_5,_id,0.43168148,True
313,fodors_1,phone,yelp_5,PhoneNumber,0.43119684,True
314,yelp_5,PhoneNumber,zagats_1,phone,0.43119684,True
315,yellow_pages_1,phone,yelp_5,PhoneNumber,0.42911106,True
316,yelp_4,zipcode,zomato_2,zip,0.4287386,True
317,fodors_1,phone,zomato_3,PhoneNumber,0.42823657,True
318,yellow_pages_1,id,yelp_5,_id,0.42338014,True
319,yellow_pages_2,zipcode,zomato_2,zip,0.42136955,True
320,yellow_pages_1,zipCode,zomato_2,zip,0.41863537,True
321,fodors_1,type,zomato_2,cuisine,0.41519326,True
322,yelp_2,zip,yelp_3,zipCode,0.40915275,True
323,yellow_pages_1,id,zomato_3,_id,0.40848747,True
324,fodors_1,type,yelp_5,Cuisine,0.40767184,True
325,yelp_2,cuisine,yelp_3,category,0.40697533,True
326,yellow_pages_1,phone,zomato_3,PhoneNumber,0.4044412,True
327,yelp_3,id,zomato_3,_id,0.4035527,True
328,yelp_1,RATING,yelp_5,CostRange,0.40228814,False
329,zagats_1,type,zomato_2,cuisine,0.39930242,True
330,yellow_pages_1,ratingValue,yelp_5,CostRange,0.39812657,False
331,fodors_1,type,yelp_2,cuisine,0.3912391,True
332,yelp_2,cuisine,zagats_1,type,0.3892085,True
333,yelp_3,priceRange,yelp_5,CostRange,0.3878202,True
334,yelp_5,Cuisine,zagats_1,type,0.387067,True
335,yelp_3,zipCode,zomato_2,zip,0.38102606,True
336,zagats_1,type,zomato_3,Cuisine,0.37584028,True
337,yellow_pages_1,priceRange,zomato_3,CostRange,0.37372437,True
338,yelp_3,category,zomato_3,Cuisine,0.3722805,True
339,zomato_2,reviewcount,zomato_3,CostRange,0.3706341,False
340,yelp_3,priceRange,zomato_3,CostRange,0.36753726,True
341,yelp_3,category,yelp_5,Cuisine,0.3614401,True
342,fodors_1,type,zomato_3,Cuisine,0.35470137,True
343,yelp_3,category,zomato_2,cuisine,0.35304683,True
344,yelp_1,NO_OF_REVIEWS,yelp_2,votes,0.35039946,False
345,yelp_1,PHONENUMBER,yelp_3,telephone,0.34934667,True
346,yelp_1,NO_OF_REVIEWS,zomato_3,CostRange,0.34431,False
347,yellow_pages_1,streetAddress,zagats_1,addr,0.3412878,True
348,fodors_1,addr,yellow_pages_1,streetAddress,0.3392196,True
349,yellow_pages_1,aka,yelp_3,Alcohol,0.33528835,False
350,yelp_2,votes,zomato_1,NO_OF_REVIEWS,0.32997763,False
351,yelp_3,telephone,zomato_1,PHONENUMBER,0.3242165,True
352,fodors_1,addr,yelp_3,streetAddress,0.3187764,True
353,yelp_3,streetAddress,zagats_1,addr,0.3184132,True
354,yellow_pages_1,categories,yelp_2,votes,0.31605533,False
355,yellow_pages_1,categories,yelp_5,Cuisine,0.31560814,True
356,yellow_pages_1,years-in-business,zagats_1,class,0.31466824,False
357,yelp_3,telephone,yelp_5,PhoneNumber,0.31401294,True
358,yellow_pages_1,payment-method,yelp_3,Parking,0.31222826,False
359,yellow_pages_2,website,zomato_3,CostRange,0.31017575,False
360,fodors_1,class,yelp_3,Caters,0.30725825,False
361,yelp_3,Caters,zagats_1,class,0.30725825,False
362,fodors_1,class,yellow_pages_1,categories,0.30638808,False
363,yelp_5,CostRange,zomato_1,RATING,0.30314517,False
364,yelp_3,telephone,zomato_3,PhoneNumber,0.28940433,True
365,yelp_2,votes,yelp_3,Caters,0.28439087,False
366,yelp_3,Caters,zomato_2,votes,0.25672925,False
367,yelp_3,Take-out,zomato_2,reviewcount,0.22853151,False
